IDDSI	etiqueta	t_inicio	t_final
0	E0	7.067	7.4
0	E1	7.1	
0	E2	7.4	
0	E3	8.2	
0	E4	7.467	
0	E5	7.933	
0	E6	7.2	
0	E7	7.733	
2	E0	6.067	6.5
2	E1	6.267	
2	E2	6.333	
2	E3	7.033	
2	E4	6.367	
2	E5	7.033	
2	E6	6.433	
2	E7	6.967	
4	E0	6.633	7.233
4	E1	6.9	
4	E2	7.2	
4	E3	7.633	
4	E4	6.967	
4	E5	7.5	
4	E6	7.133	
4	E7	7.6	
