feature_ID,Z_statistic,p_value,median_pacientes,median_sanos,mean_pacientes,mean_sanos,significativo_0_05
114,4.622367258209525,3.7938557701446e-06,0.08960541552326327,0.03192334700249982,0.1304581698903425,0.03707583643615701,True
120,4.551931185703475,5.315572336483547e-06,0.09630013605806016,0.03343574672681059,0.1304606548873177,0.0368534229140741,True
24,4.472690604134169,7.724149773235917e-06,0.08155824121127216,0.03056355246483466,0.1415025703299171,0.0406026239961812,True
108,4.367036495375094,1.259436899083411e-05,0.07912413527024507,0.03386224709449158,0.1327840318580997,0.04051317347067116,True
72,4.331818459122069,1.478828553061258e-05,0.08515594001341577,0.04766950927681633,0.1230999464442551,0.04701857805694973,True
144,4.331818459122069,1.478828553061258e-05,0.1152603043475199,0.0515628283397121,0.1665809667303949,0.05882405776124706,True
138,4.278991404742531,1.877421119101575e-05,0.1266051223205105,0.05847470209150726,0.1772007997311461,0.06134176584078839,True
42,4.199750823173225,2.672088790087007e-05,0.09777933922885784,0.04406609621479172,0.1331803870367078,0.04432582732418228,True
35,-4.116107987072291,3.853238252625634e-05,0.4181699848453231,0.7055467860693605,0.490001790550035,0.6775613596821659,True
102,4.09409671441415,4.2381738926192e-05,0.0772974192551485,0.03896481407715645,0.1373040332984008,0.04517528095048762,True
126,4.076487696287638,4.572107359391467e-05,0.1092117143326176,0.04028380324833449,0.1400529598242514,0.04598701025076934,True
150,4.041269660034613,5.316258330018458e-05,0.1099572045919065,0.04977004694104192,0.1646213988727528,0.06324089091228283,True
96,3.873983987832745,0.0001070704507371495,0.08301486363339612,0.04288461387578796,0.1424559040787121,0.04909693640584126,True
10,3.865179478769488,0.0001110075398593005,0.06758002327888397,0.03034831268232223,0.1082138386153136,0.03153035320910939,True
78,3.856374969706232,0.0001150809170692679,0.07772027827767726,0.04502114382422937,0.1193357644638185,0.04523401541756124,True
132,3.829961442516463,0.0001281633392523728,0.1230330472540205,0.05306544567759255,0.1657412525035092,0.05984760572531742,True
45,3.812352424389951,0.0001376504171682307,0.03090909233365741,0.01890064895143086,0.0886741425695097,0.02762288075440637,True
30,3.750720860947157,0.00017632691199798,0.03107917490684874,0.01466745691605148,0.07654091145323562,0.01681408832606756,True
16,3.741916351883901,0.0001826223072994835,0.0432387840196864,0.02862015332853911,0.09134686937420913,0.03298224301061878,True
111,3.706698315630876,0.0002099788226616161,0.03297423937664456,0.02124091665041459,0.0777691345427607,0.0246878665616093,True
34,-3.636262243124826,0.0002766227235927525,0.0,0.6133986991526282,0.1962615274428369,0.5286384426673237,True
156,3.618653224998314,0.0002961401428672288,0.1264612819448147,0.05941463191670064,0.1743826617106815,0.07268444160065994,True
84,3.609848715935058,0.0003063756404474577,0.07802966250861831,0.04591421803223786,0.129113767298073,0.04821198788072778,True
90,3.592239697808545,0.0003278480752991137,0.09597037633501199,0.04735555832610721,0.1426378541223132,0.05221294135422229,True
66,3.530608134365751,0.0004146055020175602,0.07833886792025493,0.04709610951771516,0.1200147722850023,0.04862896756067101,True
105,3.48658558904947,0.0004892288094143274,0.03478833367484373,0.02635944638937988,0.07935704948463584,0.02879045246681778,True
117,3.442563043733189,0.0005762295373113277,0.02858681655424682,0.01876551949946272,0.07712053576368305,0.02381095072834808,True
36,3.372126971227139,0.0007459005263605961,0.07403841633553625,0.03226741881007832,0.1100147143068178,0.03551958117978336,True
18,3.363322462163883,0.0007701035224069509,0.05667159036664015,0.02799859394196474,0.09731897476356124,0.03087172611335328,True
48,3.222450317151783,0.001270992058910088,0.05084806648465624,0.026916294600345,0.09964655227073813,0.03179925440395916,True
61,-3.196036789962014,0.00139329344890802,0.2396740189090561,0.2831703276742254,0.2282751592249618,0.3323406675026311,True
29,3.165221008240618,0.001549651948956002,0.5926895400826222,0.5926895400826222,0.665691259937089,0.5235517878012329,True
25,3.107991699329452,0.001883633584940592,0.4200924957291161,0.1781007951631413,0.4399896722626752,0.2867811074718747,True
55,-3.063969154013171,0.002184214296671794,0.3456542259378993,0.4400849954117529,0.3418647470055381,0.4611995913794437,True
4,2.993533081507121,0.002757676109564886,0.002461416796195093,0.001249046525293957,0.04467879248894254,0.001708314302541088,True
39,2.931901518064327,0.003368935604438152,0.02760455850255178,0.01468858517532203,0.07815206709965537,0.02528698104439914,True
33,2.826247409305252,0.004709687200240097,0.01299285873189115,0.00665144509505565,0.06156549269734677,0.01076775881788297,True
41,2.804236136647112,0.005043595139317109,0.9999997942725911,0.7951056540156752,0.8241723907588505,0.7251811880122648,True
40,2.782224863988971,0.00539876197464812,0.6655428696286468,0.09570729204993145,0.5330265958819106,0.2846608924909493,True
27,2.755811336799203,0.005854675605443981,0.03646506537527685,0.02425431663813352,0.1146956607079043,0.03186878887694022,True
54,2.755811336799203,0.005854675605443981,0.05304138827877227,0.03032557879154843,0.09519946129230564,0.03626108142549189,True
99,2.650157228040128,0.008045431988359756,0.04010576129705191,0.03167788469771891,0.08099942796509386,0.0343775110793166,True
60,2.570916646470822,0.01014297364286178,0.08276068432319457,0.05212291665136487,0.1185977142814924,0.05793390083432439,True
22,-2.553307628344309,0.01067052049353264,0.02082808787851278,0.08498602700119968,0.1280232989328895,0.1357517903538709,True
158,2.52689410115454,0.01150761960635551,0.6491648144547151,0.5855270614321383,0.6757678680516955,0.5581724610508221,True
123,2.518089592091284,0.01179933034030696,0.02795994189565381,0.02021335982784255,0.07682313598034685,0.02649601170726849,True
51,2.474067046775003,0.01335846245032454,0.01737686545040414,0.01223733381503769,0.07358958939281894,0.01737990370789859,True
81,2.438849010521978,0.0147341231195224,0.03837433603522938,0.02661926635241206,0.08007261594014864,0.03300728396654836,True
75,2.438849010521978,0.0147341231195224,0.04049758430668878,0.02282694398034611,0.0834183675306435,0.0358539398588831,True
67,-2.430044501458722,0.01509696905308299,0.3533628325131851,0.4084165225358445,0.3399410273947636,0.4210736439151369,True
87,2.421239992395465,0.01546766179454671,0.03465478105789582,0.03033669022709843,0.08219296419538528,0.03504563863394474,True
15,2.403630974268953,0.01623315082121678,0.2550509519065819,0.1424713558681866,0.2816372505058074,0.2229944354467034,True
2,2.350803919889416,0.01873290249359869,0.0299286616251556,0.02315319121384989,0.08094956942178715,0.02824436581153779,True
