feature_ID,Z_statistic,p_value,median_pacientes,median_sanos,mean_pacientes,mean_sanos,significativo_0_05
117,4.728195940261754,2.265235316131156e-06,0.239285600414938,0.1241272381679036,0.2935939992760149,0.1242781122998967,True
111,4.606830482971613,4.088530388148705e-06,0.2374940103500683,0.1236263776177244,0.2948873028731834,0.1292732828595827,True
61,-4.566375330541566,4.962299342293537e-06,0.1425285769495402,0.2774493944379056,0.143044644339256,0.3046150653362855,True
105,4.161823806241095,3.157159146549751e-05,0.2632038595321977,0.1418048361975783,0.3134733484021179,0.1529009057764999,True
123,4.080913501381001,4.485904806772296e-05,0.2389171157074635,0.1272476948802068,0.2973735476995349,0.1385783335971615,True
114,3.929206679768324,8.522656538957515e-05,0.1626429600674512,0.0938093120330876,0.2511561813353362,0.1164325643235899,True
120,3.797727434370671,0.0001460287698756969,0.1692566236819253,0.09408453745870753,0.2505726433124434,0.1161758226212328,True
108,3.797727434370671,0.0001460287698756969,0.1596142282115436,0.09491787838320488,0.2471495999741181,0.1162236777381238,True
102,3.67636197708053,0.0002365837632814125,0.1652894368653909,0.09942662449270022,0.2408024121204617,0.1145181318502542,True
96,3.646020612757995,0.0002663326216847845,0.1521906872813991,0.08927326060893914,0.2295777845990763,0.1100886885832856,True
67,-3.544882731682877,0.0003927877955169337,0.1948637033540626,0.3188082288747133,0.2059232496312991,0.3325622679328951,True
55,-3.524655155467853,0.0004240344078818126,0.3715415705124499,0.5565674978229138,0.4293907822775794,0.5842350383889622,True
99,3.484200003037806,0.0004936104792808882,0.3156091981544518,0.1760024239488924,0.3625997824135149,0.2049415060521776,True
138,3.463972426822783,0.0005322610655539613,0.1853115671337891,0.1148207382794267,0.2925683813289429,0.136896306276429,True
90,3.413403486285224,0.0006415687835753035,0.149569724351944,0.09432828358542175,0.2254370223204033,0.113435983086933,True
144,3.241469088457523,0.001189153298739372,0.1910333475925654,0.1110158881007017,0.2886014176715966,0.1451418274952365,True
24,3.190900147919965,0.001418302884425345,0.2642794578333837,0.1063991472633493,0.3002765841553455,0.1561321550663479,True
126,3.180786359812453,0.001468758999729418,0.1716883374424722,0.09766440577945687,0.2444263657586674,0.118698202419339,True
72,3.170672571704941,0.001520864654495444,0.2823520793915099,0.1806912656775163,0.3515393242541736,0.1926791318498586,True
18,3.150444995489918,0.001630219503104125,0.209918697327199,0.1301375507927461,0.2920531516258373,0.1553242497830143,True
84,3.089762266844847,0.002003167629346284,0.1636837951908202,0.1129117437826604,0.2514563548470972,0.1338873472540711,True
132,3.029079538199776,0.002453000919707235,0.1773166502081979,0.1086314836048202,0.2691558910036418,0.1329761815987638,True
26,2.988624385769729,0.002802364072580712,0.4788712444626724,0.3247689963246178,0.4892622613053604,0.3434642861089255,True
78,2.938055445232171,0.003302779508538801,0.2288816928225808,0.1498646646152124,0.2974248082941913,0.1597667936222368,True
150,2.867258928479588,0.004140441091999864,0.185667401708481,0.118094227798563,0.26912662909824,0.1463673167646523,True
14,-2.841974458210808,0.004483508341956756,0.3544078329937708,0.5234757470399066,0.3813119696400454,0.4926901334705099,True
30,2.776234835511982,0.005499247216182468,0.228304593240473,0.1153409492018579,0.2993557792325012,0.1696310563315849,True
34,-2.771177941458226,0.005585389463200517,0.02571868253254101,0.7817154717734911,0.3240615623584467,0.5664259481138559,True
93,2.715552106866912,0.006616536347237485,0.2177194293197983,0.1381616071806247,0.2770249600995159,0.1780019858752541,True
10,2.644755590114329,0.008174994144981145,0.219733659423191,0.1265585571711459,0.2780382787881817,0.1450680499707211,True
156,2.644755590114329,0.008174994144981145,0.1783479920517678,0.1087126670302218,0.261338273594927,0.1451033193855445,True
32,2.634641802006817,0.008422611445427391,0.4705402690047276,0.3536237533617014,0.4761844306806782,0.3534393564120226,True
71,2.609357331738038,0.009071246298849716,0.9999999999999266,0.4969578035251479,0.7713444561477545,0.5428895440239432,True
38,2.513276344716676,0.01196155962262092,0.4380348409445816,0.261759005489124,0.4396280160179919,0.3146471676636653,True
17,2.513276344716676,0.01196155962262092,0.4375168057388489,0.3069520278739862,0.4501276130326005,0.320525251062805,True
129,2.442479827964093,0.01458674477405631,0.2544256566674444,0.1649472249748868,0.3214534030682327,0.2127403557460841,True
131,-2.442479827964093,0.01458674477405631,0.0,0.9999999999999506,0.3636363636363457,0.6888888888888548,True
42,2.432366039856582,0.01500053922598114,0.2170397828903759,0.1433847150177015,0.2953159539825355,0.1584698910460178,True
9,2.407081569587802,0.01608057774410078,0.198173647831658,0.131327714713685,0.2798066022335571,0.1686957463319557,True
25,2.331228158781464,0.01974133208181483,0.3564303987009941,0.290982471490853,0.4281427569080235,0.3430376202532469,True
36,2.280659218243905,0.02256862016078093,0.202451425304011,0.1358834603369126,0.2819960458129063,0.1528936221917665,True
94,2.265488536082637,0.02348271672732037,0.0,0.0,0.2714140442310404,0.04405839296689219,True
44,2.260431642028882,0.02379447452797824,0.4286513890800169,0.2638390967754775,0.4303150126548343,0.315614929785124,True
115,2.25031785392137,0.02442877537816945,0.4467437300446229,0.3314624381141149,0.4293129099883858,0.3438389077841426,True
87,2.179521337168787,0.02929296134425633,0.1836204564985458,0.1193951502527341,0.2319121911213129,0.1631500017099327,True
35,-2.13906618473874,0.0324303085693227,0.5609846217006293,0.7055467934791276,0.5465746467220508,0.6811789307225147,True
81,2.048042091771134,0.04055587522291708,0.1757708216527268,0.1170763709875504,0.2151578767987764,0.1627579876895846,True
48,1.987359363126064,0.04688258754836796,0.1600896556673378,0.1252615616270303,0.2471213869827514,0.1418699592514545,True
62,1.977245575018552,0.04801387830748594,0.5101028357406584,0.390547952337272,0.5127945260806988,0.4202467150260083,True
20,1.96713178691104,0.04916801950777117,0.4644595363714621,0.3369656525214405,0.4886135650063036,0.3837475200677368,True
50,1.957017998803528,0.05034535226218634,0.4668120772415677,0.3467160230990387,0.4588295806064034,0.3693026198205848,False
109,1.957017998803528,0.05034535226218634,0.446127281824072,0.3413222618025604,0.4390819741863795,0.3506979703637264,False
56,1.926676634480993,0.05401994152578114,0.5494633406403998,0.427301817377222,0.531932737580123,0.4540211938357457,False
121,1.845766329620899,0.06492614147961971,0.4357472573898187,0.3600703574982545,0.4584117274681063,0.3779733580183468,False
97,1.835652541513387,0.06640906110568028,0.5427177523756197,0.3962809971608893,0.4931017406471595,0.3936231297966962,False
4,1.79519738908334,0.0726222563254811,0.0975524220996175,0.0806745274830278,0.2106022140719011,0.1111222791603925,False
103,1.785083600975828,0.07424775752616009,0.5753341174171546,0.447941890582807,0.5325313804034192,0.4229094089861349,False
140,1.754742236653293,0.07930340795449999,0.470350743940704,0.3454380479113941,0.4751949952275742,0.3727334463261678,False
3,1.754742236653293,0.07930340795449999,0.470792940425341,0.3253791215954971,0.4671884654071659,0.3754075720105139,False
68,1.734514660438269,0.08282680681392258,0.4815389299284194,0.3500459093482484,0.4807822610000121,0.3909885399983354,False
66,1.714287084223246,0.08647601401953141,0.259967182934657,0.2232408513963376,0.3343356056905591,0.2292029788926931,False
7,1.694059508008222,0.09025397571591984,0.2762958834302094,0.1892401199670887,0.3131860044830823,0.2246864429522285,False
37,-1.663718143685687,0.09616876870467397,0.554841423467156,0.6608656577721209,0.5859543477223171,0.6175028171774299,False
134,1.663718143685687,0.09616876870467397,0.4518757462409215,0.3118145137316478,0.4448868788079827,0.3447844844517274,False
23,-1.633376779363152,0.1023897776604984,0.2601571305626975,0.3053922989366958,0.2663216019611149,0.3640556342133334,False
146,1.62326299125564,0.1045331972941407,0.5724902872160703,0.4590851540745318,0.562509984428184,0.4658273581954552,False
16,1.562580262610569,0.1181513537112616,0.4210391396401997,0.3435589862708747,0.4405248147073972,0.3640484723449176,False
8,1.552466474503057,0.120550648496447,0.2442836950195394,0.156093234666445,0.2832196581261186,0.2072971616332388,False
158,1.552466474503057,0.120550648496447,0.5617209021523386,0.494280680263261,0.5977549877742538,0.5046980217423945,False
6,1.542352686395545,0.1229879123480373,0.0452625356435097,0.0278012554015255,0.09254514165007452,0.09105171293135071,False
74,1.542352686395545,0.1229879123480373,0.4577570386168817,0.3053358799573153,0.4518387553466347,0.3623007598720888,False
152,1.51201132207301,0.1305309822759558,0.5801448754200464,0.4963698741010719,0.5908737038013141,0.497838674092395,False
11,-1.51201132207301,0.1305309822759558,0.4300542455233828,0.5556823441080148,0.4695023992173316,0.5486497099323286,False
21,1.501897533965499,0.1331235736134477,0.1060166976778041,0.1018602689995301,0.1617402735857267,0.1327291992013523,False
75,1.501897533965499,0.1331235736134477,0.2115916590584222,0.138968443192992,0.2643141622299601,0.2188561880244711,False
41,1.496840639911743,0.1344347288640091,0.9999999999998863,0.7454207209879842,0.7405793312841139,0.652310189499503,False
128,1.491783745857987,0.1357558463617642,0.4221428807728596,0.3113417354973321,0.4338743001661553,0.3475080892109931,False
29,1.471556169642963,0.1411407689001968,0.5926895400826222,0.5926895400826222,0.6546967104048935,0.5805511277436043,False
65,-1.380532076675357,0.1674228803832368,0.9999999999998227,0.9999999999998227,0.7272727272725983,0.9111111111109496,False
58,-1.370418288567845,0.1705563663486357,0.0,0.9999999999999898,0.4679845336680676,0.6466089567104806,False
80,1.34007692424531,0.1802203373679333,0.4796951141124275,0.3471730114400793,0.4668181933583491,0.3935277919074558,False
159,1.34007692424531,0.1802203373679333,0.05075892467938949,0.03957867304746724,0.08087788121540185,0.09399959124305565,False
100,1.299621771815263,0.1937306339063568,0.0,0.0,0.2026209404497352,0.08888888888888791,False
92,1.289507983707751,0.1972215425849486,0.4645313544590511,0.3504871824851445,0.464358054650694,0.3904949767037608,False
52,-1.284451089653995,0.1989841666666826,0.0,0.0,0.08018105532143084,0.2300253952303034,False
86,1.269280407492728,0.2043410716645946,0.4718358359922349,0.372299200555766,0.4825733816194295,0.4132122091958185,False
122,1.249052831277704,0.2116457511891071,0.4227074315738359,0.3213847849694071,0.4286382016428324,0.3616134528966063,False
98,1.238939043170192,0.2153680732632058,0.424646773811051,0.3243564260147676,0.4324302812238567,0.3569997524392932,False
139,1.218711466955169,0.2229537241430523,0.5592271206809891,0.4861123822629697,0.5610954153208016,0.4908615561390201,False
89,1.213654572901413,0.2248796581728022,0.0,0.0,0.2727272727272471,0.1111111111111007,False
149,-1.198483890740145,0.2307286907190153,0.0,0.9999999999999661,0.4848484848484684,0.6444444444444224,False
12,-1.188370102632633,0.2346876299142603,0.002010723566483171,0.00404603599897745,0.1371120991817271,0.1998931275002321,False
88,1.163085632363854,0.2447947608283452,0.0,0.0,0.2691941823034429,0.1154144761564174,False
46,1.122630479933807,0.2615944647585419,0.0,0.0,0.1664298194029843,0.03591870045853966,False
153,1.087232221557516,0.276934194107876,0.069164556077693,0.05496848026469966,0.09173519458538076,0.1098989315139631,False
116,1.046777069127469,0.295202408750616,0.4219003334860677,0.3263377504140019,0.4298305372847182,0.3707335028917759,False
147,1.046777069127469,0.295202408750616,0.09964069662605027,0.1123299064957392,0.1508365016364087,0.1588725732560397,False
59,-1.041720175073713,0.2975414324570107,0.3927174785693762,0.5926883092277084,0.4537534379406359,0.5180668935090108,False
54,1.036663281019957,0.2998928103179823,0.211224520293186,0.1781653575586172,0.311795377962084,0.2115747062693699,False
104,1.036663281019957,0.2998928103179823,0.4301449904293675,0.337050208167926,0.437636160547682,0.3731919410959325,False
